date,symbol,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,target_1d
2022-01-03,TICK00,0.7879686505108167,0.8444591093835393,0.07597403954783234,-1.4263934221847852,-0.13466467123206668,-0.7691342113717584,-1.4223613397104664,0.25883321971793477,-0.0044173985249856785
2022-01-04,TICK00,-1.0293610691362247,-1.0425577111963265,0.2688604485841537,0.3591153180455835,1.3229008386420722,-0.013471299648854686,1.0422831280880611,1.4027081956477614,0.012979552612293749
2022-01-05,TICK00,-2.365181939025632,1.2288056864547634,0.339741975499985,0.42389332010468966,0.3713493849876012,0.3828791275221033,0.3195361875037233,-0.3587913412872781,-0.018609795479285342
2022-01-06,TICK00,-0.1086512417557912,-0.8034683623690445,1.0804268986895171,-0.2885030198437455,0.0837388422586419,-0.849342469458511,-0.5103589817464946,-0.01126957553495474,-0.013975464670528666
2022-01-07,TICK00,0.3018102633912907,-0.10494710435106602,-1.184594655908549,-2.3971077163010865,0.51417728297699,-0.2964588898466455,-0.5288832641214735,-0.23502948075625713,0.021915256397761103
2022-01-10,TICK00,-0.048491824975346716,0.0879284070728386,-1.4857637255911016,1.6486482104403963,0.9187971275285908,1.0682440110894755,0.04898187529597608,0.9179639329088922,0.008073281965265688
2022-01-11,TICK00,0.6140130407315267,-0.15136899553576985,-1.4730639851694387,1.0296783106757035,-1.9341356737371866,-0.2391127083855156,-0.20369852552714038,-1.0420361781119842,0.008877774271767318
2022-01-12,TICK00,-0.19994358979577886,-0.43648221398349213,0.5202278425914307,-0.4761929289446243,1.389366086452098,0.35184118780110335,-0.47394687522064977,-1.9438788643717546,-0.011790493256379837
2022-01-13,TICK00,1.0866259746716846,-0.050808873208021015,-0.2833298757762133,1.6430468041460182,-1.282854054170577,-0.585862609938038,-0.4727924868551627,0.5861324714346218,-0.007318052305302506
2022-01-14,TICK00,-0.6143802631501765,-1.606111811421262,0.7283869894817083,0.8051769439788736,-0.47733916193731035,0.1623775310051503,-1.29360853729549,-0.47277556927705044,0.010571461073397388
2022-01-17,TICK00,0.1328050524883252,2.307437805217079,-0.790118423735967,0.5773587351454983,-0.19843150941191154,0.5628921652492839,-0.010137041237565692,-0.5641237919879684,-0.018428439572581005
2022-01-18,TICK00,3.0634020236132122,-0.07997977515990055,-2.0192954056689296,-0.6512353233390191,0.6754050116883126,-0.5026431486204327,1.357811487049573,0.9997635574082733,-0.01030577114385744
2022-01-19,TICK00,-0.47483895189745207,-1.0074240161491053,-0.7025895514347335,-1.4757660837870339,1.2017732824116756,1.588077778004653,-1.2587610788491417,-1.184305984807872,-0.026428482308898278
2022-01-20,TICK00,-0.9665426355888824,-3.1090252061399997,-1.144967361488628,1.2942269949438154,-0.3483609343211734,0.8518958299966999,-0.4916574686987533,1.7579788921364146,-0.006969169692222737
2022-01-21,TICK00,-0.3850420479775116,2.54938426953705,-0.3275116121194703,-1.2242631055601674,0.1988702461260788,-0.04187479439211086,1.063284797332226,-0.9246736803318424,-0.0020853501319754372
